upload_id,user_id,metric_key,week_start,value_avg,value_min,value_max,value_sum,sample_count,baseline_avg_30d,trend_delta_7d,trend_delta_30d
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,basal_energy_burned,2024-04-08,30.979408825208502,0.206,73.324,12438.441,438,36.79651440787165,-7.143119990534792,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_speed,2024-04-08,4.348280643747352,1.98,6.336,1623.42,383,4.561927315748809,-0.320573987750266,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,apple_walking_steadiness,2024-04-08,97.59100000000001,97.59100000000001,97.59100000000001,97.59100000000001,1,99.47409999999999,-2.408999999999992,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,respiratory_rate,2024-04-08,13.07969460688759,11,18,1376,105,12.778464485801441,0.30123012108614944,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,basal_energy_burned,2024-04-15,36.54452447346932,0.205,74.006,12424.409000000001,350,34.8574792136506,5.5651156482608215,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,body_mass_index,2024-04-15,22.775000000000002,22.3,23.4,273.3,12,22.9986994047619,0.020000000000003126,-0.7083333333333321
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,walking_step_length,2024-04-15,67.10808549227241,43,93,15437,231,66.84217372493539,0.7286319388662292,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,distance_walking_running,2024-04-15,0.22179376512418594,0.0005,3.4316,42.2476789,181,0.17709321307144532,0.012423200061341871,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,headphone_audio_exposure,2024-04-15,53.64248556912967,0.016628,78.1229,34698.587529,654,55.01622100392493,-1.242820072649927,
dddddddd-dddd-dddd-dddd-dddddddddddd,dddddddd-dddd-dddd-dddd-dddddddddddd,workout,2024-04-15,11.839351851851852,5.65,47.35,238.21666666666664,17,12.825568783068782,-1.9331878306878298,
